"tab_code","表章項目","cat01_code","労働力状態３区分_時系列","cat02_code","男女_時系列","area_code","地域_時系列","time_code","時間軸（調査年）","unit","value"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","1955000000","1955年","人","530065"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","1960000000","1960年","人","533949"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","1965000000","1965年","人","520774"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","1970000000","1970年","人","524559"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","1975000000","1975年","人","544267"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","1980000000","1980年","人","561444"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","1985000000","1985年","人","572093"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","1990000000","1990年","人","573902"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","1995000000","1995年","人","584415"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","2000000000","2000年","人","587194"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","2005000000","2005年","人","580434"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","2010000000","2010年","人","563269"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","2015000000","2015年","人","549090"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","2020000000","2020年","人","525634"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","2015000010","2015年_不詳補完値","人","549090"
"320","15歳以上人口","100","総数","110","男","42000","長崎県","2020000010","2020年_不詳補完値","人","525634"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","1950000000","1950年","人","566501"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","1955000000","1955年","人","576363"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","1960000000","1960年","人","565949"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","1965000000","1965年","人","573896"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","1970000000","1970年","人","579242"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","1975000000","1975年","人","606981"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","1980000000","1980年","人","648739"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","1985000000","1985年","人","673534"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","1990000000","1990年","人","685918"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","1995000000","1995年","人","714689"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","2000000000","2000年","人","729720"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","2005000000","2005年","人","730253"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","2010000000","2010年","人","719585"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","2015000000","2015年","人","712451"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","2020000000","2020年","人","691836"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","2015000010","2015年_不詳補完値","人","712451"
"320","15歳以上人口","100","総数","110","男","43000","熊本県","2020000010","2020年_不詳補完値","人","691836"
"320","15歳以上人口","100","総数","110","男","44000","大分県","1950000000","1950年","人","389932"
"320","15歳以上人口","100","総数","110","男","44000","大分県","1955000000","1955年","人","390673"
"320","15歳以上人口","100","総数","110","男","44000","大分県","1960000000","1960年","人","384689"
"320","15歳以上人口","100","総数","110","男","44000","大分県","1965000000","1965年","人","391643"
"320","15歳以上人口","100","総数","110","男","44000","大分県","1970000000","1970年","人","397932"
"320","15歳以上人口","100","総数","110","男","44000","大分県","1975000000","1975年","人","421126"
"320","15歳以上人口","100","総数","110","男","44000","大分県","1980000000","1980年","人","441241"
"320","15歳以上人口","100","総数","110","男","44000","大分県","1985000000","1985年","人","456173"
"320","15歳以上人口","100","総数","110","男","44000","大分県","1990000000","1990年","人","464832"
"320","15歳以上人口","100","総数","110","男","44000","大分県","1995000000","1995年","人","478526"
"320","15歳以上人口","100","総数","110","男","44000","大分県","2000000000","2000年","人","482928"
"320","15歳以上人口","100","総数","110","男","44000","大分県","2005000000","2005年","人","483432"
"320","15歳以上人口","100","総数","110","男","44000","大分県","2010000000","2010年","人","481144"
"320","15歳以上人口","100","総数","110","男","44000","大分県","2015000000","2015年","人","470744"
"320","15歳以上人口","100","総数","110","男","44000","大分県","2020000000","2020年","人","451420"
"320","15歳以上人口","100","総数","110","男","44000","大分県","2015000010","2015年_不詳補完値","人","470744"
"320","15歳以上人口","100","総数","110","男","44000","大分県","2020000010","2020年_不詳補完値","人","451420"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","1950000000","1950年","人","338006"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","1955000000","1955年","人","344694"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","1960000000","1960年","人","345860"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","1965000000","1965年","人","347375"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","1970000000","1970年","人","356444"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","1975000000","1975年","人","379301"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","1980000000","1980年","人","410011"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","1985000000","1985年","人","420113"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","1990000000","1990年","人","428324"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","1995000000","1995年","人","448721"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","2000000000","2000年","人","455898"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","2005000000","2005年","人","454787"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","2010000000","2010年","人","449161"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","2015000000","2015年","人","437931"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","2020000000","2020年","人","423804"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","2015000010","2015年_不詳補完値","人","437931"
"320","15歳以上人口","100","総数","110","男","45000","宮崎県","2020000010","2020年_不詳補完値","人","423804"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","1950000000","1950年","人","545969"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","1955000000","1955年","人","600798"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","1960000000","1960年","人","569044"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","1965000000","1965年","人","571570"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","1970000000","1970年","人","565178"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","1975000000","1975年","人","595029"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","1980000000","1980年","人","635845"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","1985000000","1985年","人","655978"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","1990000000","1990年","人","658781"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","1995000000","1995年","人","677260"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","2000000000","2000年","人","694111"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","2005000000","2005年","人","690577"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","2010000000","2010年","人","673781"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","2015000000","2015年","人","649515"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","2020000000","2020年","人","618306"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","2015000010","2015年_不詳補完値","人","649515"
"320","15歳以上人口","100","総数","110","男","46000","鹿児島県","2020000010","2020年_不詳補完値","人","618306"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","1950000000","1950年","人","244106"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","1955000000","1955年","人","222400"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","1960000000","1960年","人","235978"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","1965000000","1965年","人","263164"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","1970000000","1970年","人","284565"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","1975000000","1975年","人","343672"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","1980000000","1980年","人","376772"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","1985000000","1985年","人","415981"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","1990000000","1990年","人","440884"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","1995000000","1995年","人","480331"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","2000000000","2000年","人","507318"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","2005000000","2005年","人","537783"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","2010000000","2010年","人","552908"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","2015000000","2015年","人","569849"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","2020000000","2020年","人","583333"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","2015000010","2015年_不詳補完値","人","569849"
"320","15歳以上人口","100","総数","110","男","47000","沖縄県","2020000010","2020年_不詳補完値","人","583333"
"320","15歳以上人口","100","総数","120","女","01000","北海道","1950000000","1950年","人","1355412"
"320","15歳以上人口","100","総数","120","女","01000","北海道","1955000000","1955年","人","1485420"
"320","15歳以上人口","100","総数","120","女","01000","北海道","1960000000","1960年","人","1671554"
"320","15歳以上人口","100","総数","120","女","01000","北海道","1965000000","1965年","人","1872739"
"320","15歳以上人口","100","総数","120","女","01000","北海道","1970000000","1970年","人","1990555"
"320","15歳以上人口","100","総数","120","女","01000","北海道","1975000000","1975年","人","2075205"
"320","15歳以上人口","100","総数","120","女","01000","北海道","1980000000","1980年","人","2204369"
"320","15歳以上人口","100","総数","120","女","01000","北海道","1985000000","1985年","人","2318109"
"320","15歳以上人口","100","総数","120","女","01000","北海道","1990000000","1990年","人","2411577"
"320","15歳以上人口","100","総数","120","女","01000","北海道","1995000000","1995年","人","2514282"
"320","15歳以上人口","100","総数","120","女","01000","北海道","2000000000","2000年","人","2565955"
"320","15歳以上人口","100","総数","120","女","01000","北海道","2005000000","2005年","人","2596619"
"320","15歳以上人口","100","総数","120","女","01000","北海道","2010000000","2010年","人","2577505"
"320","15歳以上人口","100","総数","120","女","01000","北海道","2015000000","2015年","人","2536026"
"320","15歳以上人口","100","総数","120","女","01000","北海道","2020000000","2020年","人","2462062"
"320","15歳以上人口","100","総数","120","女","01000","北海道","2015000010","2015年_不詳補完値","人","2536026"
"320","15歳以上人口","100","総数","120","女","01000","北海道","2020000010","2020年_不詳補完値","人","2462062"
"320","15歳以上人口","100","総数","120","女","02000","青森県","1950000000","1950年","人","416826"
"320","15歳以上人口","100","総数","120","女","02000","青森県","1955000000","1955年","人","446043"
"320","15歳以上人口","100","総数","120","女","02000","青森県","1960000000","1960年","人","480337"
"320","15歳以上人口","100","総数","120","女","02000","青森県","1965000000","1965年","人","513624"
"320","15歳以上人口","100","総数","120","女","02000","青森県","1970000000","1970年","人","547031"
"320","15歳以上人口","100","総数","120","女","02000","青森県","1975000000","1975年","人","575380"
"320","15歳以上人口","100","総数","120","女","02000","青森県","1980000000","1980年","人","609147"
"320","15歳以上人口","100","総数","120","女","02000","青森県","1985000000","1985年","人","627617"
"320","15歳以上人口","100","総数","120","女","02000","青森県","1990000000","1990年","人","636723"
"320","15歳以上人口","100","総数","120","女","02000","青森県","1995000000","1995年","人","653545"
"320","15歳以上人口","100","総数","120","女","02000","青森県","2000000000","2000年","人","663340"
"320","15歳以上人口","100","総数","120","女","02000","青森県","2005000000","2005年","人","659938"
"320","15歳以上人口","100","総数","120","女","02000","青森県","2010000000","2010年","人","640831"
"320","15歳以上人口","100","総数","120","女","02000","青森県","2015000000","2015年","人","616174"
"320","15歳以上人口","100","総数","120","女","02000","青森県","2020000000","2020年","人","582592"
"320","15歳以上人口","100","総数","120","女","02000","青森県","2015000010","2015年_不詳補完値","人","616174"
"320","15歳以上人口","100","総数","120","女","02000","青森県","2020000010","2020年_不詳補完値","人","582592"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","1950000000","1950年","人","447962"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","1955000000","1955年","人","471465"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","1960000000","1960年","人","499335"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","1965000000","1965年","人","520859"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","1970000000","1970年","人","535692"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","1975000000","1975年","人","552339"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","1980000000","1980年","人","574435"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","1985000000","1985年","人","591579"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","1990000000","1990年","人","604658"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","1995000000","1995年","人","620566"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","2000000000","2000年","人","631133"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","2005000000","2005年","人","627172"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","2010000000","2010年","人","611078"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","2015000000","2015年","人","587529"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","2020000000","2020年","人","557259"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","2015000010","2015年_不詳補完値","人","587529"
"320","15歳以上人口","100","総数","120","女","03000","岩手県","2020000010","2020年_不詳補完値","人","557259"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","1950000000","1950年","人","549146"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","1955000000","1955年","人","576551"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","1960000000","1960年","人","608375"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","1965000000","1965年","人","651260"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","1970000000","1970年","人","710822"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","1975000000","1975年","人","769821"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","1980000000","1980年","人","821992"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","1985000000","1985年","人","869790"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","1990000000","1990年","人","927245"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","1995000000","1995年","人","991008"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","2000000000","2000年","人","1034279"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","2005000000","2005年","人","1049912"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","2010000000","2010年","人","1052340"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","2015000000","2015年","人","1032502"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","2020000000","2020年","人","1027401"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","2015000010","2015年_不詳補完値","人","1032502"
"320","15歳以上人口","100","総数","120","女","04000","宮城県","2020000010","2020年_不詳補完値","人","1027401"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","1950000000","1950年","人","432233"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","1955000000","1955年","人","445973"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","1960000000","1960年","人","466221"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","1965000000","1965年","人","482187"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","1970000000","1970年","人","499643"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","1975000000","1975年","人","507966"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","1980000000","1980年","人","524834"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","1985000000","1985年","人","532285"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","1990000000","1990年","人","535915"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","1995000000","1995年","人","543840"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","2000000000","2000年","人","544991"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","2005000000","2005年","人","535025"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","2010000000","2010年","人","514731"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","2015000000","2015年","人","487120"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","2020000000","2020年","人","458345"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","2015000010","2015年_不詳補完値","人","487120"
"320","15歳以上人口","100","総数","120","女","05000","秋田県","2020000010","2020年_不詳補完値","人","458345"
"320","15歳以上人口","100","総数","120","女","06000","山形県","1950000000","1950年","人","470214"
"320","15歳以上人口","100","総数","120","女","06000","山形県","1955000000","1955年","人","473107"
"320","15歳以上人口","100","総数","120","女","06000","山形県","1960000000","1960年","人","483336"
"320","15歳以上人口","100","総数","120","女","06000","山形県","1965000000","1965年","人","487273"
"320","15歳以上人口","100","総数","120","女","06000","山形県","1970000000","1970年","人","497730"
"320","15歳以上人口","100","総数","120","女","06000","山形県","1975000000","1975年","人","503485"
"320","15歳以上人口","100","総数","120","女","06000","山形県","1980000000","1980年","人","518203"
"320","15歳以上人口","100","総数","120","女","06000","山形県","1985000000","1985年","人","527252"
"320","15歳以上人口","100","総数","120","女","06000","山形県","1990000000","1990年","人","537015"
"320","15歳以上人口","100","総数","120","女","06000","山形県","1995000000","1995年","人","547521"
"320","15歳以上人口","100","総数","120","女","06000","山形県","2000000000","2000年","人","551493"
"320","15歳以上人口","100","総数","120","女","06000","山形県","2005000000","2005年","人","549356"
"320","15歳以上人口","100","総数","120","女","06000","山形県","2010000000","2010年","人","533963"
"320","15歳以上人口","100","総数","120","女","06000","山形県","2015000000","2015年","人","515496"
"320","15歳以上人口","100","総数","120","女","06000","山形県","2020000000","2020年","人","489293"
"320","15歳以上人口","100","総数","120","女","06000","山形県","2015000010","2015年_不詳補完値","人","515496"
"320","15歳以上人口","100","総数","120","女","06000","山形県","2020000010","2020年_不詳補完値","人","489293"
"320","15歳以上人口","100","総数","120","女","07000","福島県","1950000000","1950年","人","695088"
"320","15歳以上人口","100","総数","120","女","07000","福島県","1955000000","1955年","人","699024"
"320","15歳以上人口","100","総数","120","女","07000","福島県","1960000000","1960年","人","710332"
"320","15歳以上人口","100","総数","120","女","07000","福島県","1965000000","1965年","人","728508"
"320","15歳以上人口","100","総数","120","女","07000","福島県","1970000000","1970年","人","760495"
"320","15歳以上人口","100","総数","120","女","07000","福島県","1975000000","1975年","人","785180"
"320","15歳以上人口","100","総数","120","女","07000","福島県","1980000000","1980年","人","815880"
"320","15歳以上人口","100","総数","120","女","07000","福島県","1985000000","1985年","人","842211"
"320","15歳以上人口","100","総数","120","女","07000","福島県","1990000000","1990年","人","872625"
"320","15歳以上人口","100","総数","120","女","07000","福島県","1995000000","1995年","人","905179"
"320","15歳以上人口","100","総数","120","女","07000","福島県","2000000000","2000年","人","922502"
"320","15歳以上人口","100","総数","120","女","07000","福島県","2005000000","2005年","人","924161"
"320","15歳以上人口","100","総数","120","女","07000","福島県","2010000000","2010年","人","905008"
"320","15歳以上人口","100","総数","120","女","07000","福島県","2015000000","2015年","人","849031"
"320","15歳以上人口","100","総数","120","女","07000","福島県","2020000000","2020年","人","815308"
"320","15歳以上人口","100","総数","120","女","07000","福島県","2015000010","2015年_不詳補完値","人","849031"
"320","15歳以上人口","100","総数","120","女","07000","福島県","2020000010","2020年_不詳補完値","人","815308"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","1950000000","1950年","人","700724"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","1955000000","1955年","人","699554"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","1960000000","1960年","人","716571"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","1965000000","1965年","人","762387"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","1970000000","1970年","人","827343"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","1975000000","1975年","人","898681"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","1980000000","1980年","人","978442"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","1985000000","1985年","人","1060427"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","1990000000","1990年","人","1151981"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","1995000000","1995年","人","1232504"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","2000000000","2000年","人","1274468"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","2005000000","2005年","人","1288852"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","2010000000","2010年","人","1291036"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","2015000000","2015年","人","1271747"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","2020000000","2020年","人","1247863"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","2015000010","2015年_不詳補完値","人","1271747"
"320","15歳以上人口","100","総数","120","女","08000","茨城県","2020000010","2020年_不詳補完値","人","1247863"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","1950000000","1950年","人","528503"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","1955000000","1955年","人","522898"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","1960000000","1960年","人","533854"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","1965000000","1965年","人","574985"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","1970000000","1970年","人","620250"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","1975000000","1975年","人","660922"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","1980000000","1980年","人","695536"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","1985000000","1985年","人","734831"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","1990000000","1990年","人","787132"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","1995000000","1995年","人","830920"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","2000000000","2000年","人","858831"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","2005000000","2005年","人","873836"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","2010000000","2010年","人","871015"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","2015000000","2015年","人","865295"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","2020000000","2020年","人","842508"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","2015000010","2015年_不詳補完値","人","865295"
"320","15歳以上人口","100","総数","120","女","09000","栃木県","2020000010","2020年_不詳補完値","人","842508"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","1950000000","1950年","人","549943"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","1955000000","1955年","人","556269"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","1960000000","1960年","人","573754"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","1965000000","1965年","人","618819"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","1970000000","1970年","人","657002"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","1975000000","1975年","人","688120"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","1980000000","1980年","人","723945"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","1985000000","1985年","人","766859"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","1990000000","1990年","人","815020"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","1995000000","1995年","人","853251"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","2000000000","2000年","人","874130"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","2005000000","2005年","人","884862"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","2010000000","2010年","人","881488"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","2015000000","2015年","人","870887"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","2020000000","2020年","人","852096"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","2015000010","2015年_不詳補完値","人","870887"
"320","15歳以上人口","100","総数","120","女","10000","群馬県","2020000010","2020年_不詳補完値","人","852096"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","1950000000","1950年","人","736049"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","1955000000","1955年","人","769954"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","1960000000","1960年","人","863147"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","1965000000","1965年","人","1115205"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","1970000000","1970年","人","1425441"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","1975000000","1975年","人","1731920"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","1980000000","1980年","人","1971866"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","1985000000","1985年","人","2229428"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","1990000000","1990年","人","2571984"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","1995000000","1995年","人","2805598"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","2000000000","2000年","人","2934322"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","2005000000","2005年","人","3012876"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","2010000000","2010年","人","3110439"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","2015000000","2015年","人","3170633"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","2020000000","2020年","人","3173142"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","2015000010","2015年_不詳補完値","人","3170633"
"320","15歳以上人口","100","総数","120","女","11000","埼玉県","2020000010","2020年_不詳補完値","人","3173142"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","1950000000","1950年","人","751354"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","1955000000","1955年","人","765922"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","1960000000","1960年","人","833428"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","1965000000","1965年","人","1013503"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","1970000000","1970年","人","1258251"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","1975000000","1975年","人","1518244"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","1980000000","1980年","人","1754504"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","1985000000","1985年","人","1979244"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","1990000000","1990年","人","2243969"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","1995000000","1995年","人","2425951"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","2000000000","2000年","人","2533825"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","2005000000","2005年","人","2618565"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","2010000000","2010年","人","2691235"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","2015000000","2015年","人","2715156"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","2020000000","2020年","人","2747502"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","2015000010","2015年_不詳補完値","人","2715156"
"320","15歳以上人口","100","総数","120","女","12000","千葉県","2020000010","2020年_不詳補完値","人","2747502"
"320","15歳以上人口","100","総数","120","女","13000","東京都","1950000000","1950年","人","2187193"
"320","15歳以上人口","100","総数","120","女","13000","東京都","1955000000","1955年","人","2813899"
"320","15歳以上人口","100","総数","120","女","13000","東京都","1960000000","1960年","人","3590616"
"320","15歳以上人口","100","総数","120","女","13000","東京都","1965000000","1965年","人","4220506"
"320","15歳以上人口","100","総数","120","女","13000","東京都","1970000000","1970年","人","4436765"
"320","15歳以上人口","100","総数","120","女","13000","東京都","1975000000","1975年","人","4505798"
"320","15歳以上人口","100","総数","120","女","13000","東京都","1980000000","1980年","人","4589084"
"320","15歳以上人口","100","総数","120","女","13000","東京都","1985000000","1985年","人","4833780"
"320","15歳以上人口","100","総数","120","女","13000","東京都","1990000000","1990年","人","5013517"
"320","15歳以上人口","100","総数","120","女","13000","東京都","1995000000","1995年","人","5136173"
"320","15歳以上人口","100","総数","120","女","13000","東京都","2000000000","2000年","人","5325202"
